ef_id,category_code,category_name_th,category_name_en,ef_name,ef_description,unit,factor_value,source_name,source_detail,updated_tag,raw_text
41,5,กลุ่มน้ำประปาและน้ำอุตสาหกรรม (Tap water),,นำ้ปราศจากไอออนทผี่ลติโดยเทคโนโลยีReverse Osmosis,ผลิตโดยใชน้้าออ่น; LCIA method IPCC 2013 GWP 100a V1.03,m3,2.1555,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_July2022,"41. | น้ำปราศจากไอออนทผี่ลติโดยเทคโนโลยีReverse Osmosis | ผลิตโดยใชน้้าออ่น; LCIA method IPCC 2013 GWP 100a V1.03 | m3 | 2.1555 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_July2022"
42,5,กลุ่มน้ำประปาและน้ำอุตสาหกรรม (Tap water),,นำ้ปราศจากไอออนทผี่ลติโดยเทคโนโลยีIon Exchange,ผลิตโดยใชน้้าประปา; LCIA method IPCC 2013 GWP 100a V1.03,m3,2.0432,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"42. | น้ำปราศจากไอออนทผี่ลติโดยเทคโนโลยีIon Exchange | ผลิตโดยใชน้้าประปา; LCIA method IPCC 2013 GWP 100a V1.03 | m3 | 2.0432 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
43,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบปกติ 0% Loading,นำ้หนักบรรทุกสูงสุด 1.5 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,km,0.2415,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"43. | รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบปกติ 0% Loading | น้ำหนักบรรทุกสูงสุด 1.5 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | km | 0.2415 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
44,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบปกติ 50% Loading,นำ้หนักบรรทุกสูงสุด 1.5 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.3805,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"44. | รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบปกติ 50% Loading | น้ำหนักบรรทุกสูงสุด 1.5 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.3805 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
45,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบปกติ 75% Loading,นำ้หนักบรรทุกสูงสุด 1.5 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.2706,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"45. | รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบปกติ 75% Loading | น้ำหนักบรรทุกสูงสุด 1.5 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.2706 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
46,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบปกติ 100% Loading,นำ้หนักบรรทุกสูงสุด 1.5 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.2154,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"46. | รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบปกติ 100% Loading | น้ำหนักบรรทุกสูงสุด 1.5 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.2154 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
47,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบสมบุกสมบัน 0% Loading,นำ้หนักบรรทุกสูงสุด 1.5 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,km,0.3091,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"47. | รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบสมบุกสมบัน 0% Loading | น้ำหนักบรรทุกสูงสุด 1.5 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | km | 0.3091 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
48,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบสมบุกสมบัน 5 0% Loading,นำ้หนักบรรทุกสูงสุด 1.5 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.4695,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"48. | รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบสมบุกสมบัน 5 0% Loading | น้ำหนักบรรทุกสูงสุด 1.5 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.4695 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
49,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบสมบุกสมบัน 7 5% Loading,นำ้หนักบรรทุกสูงสุด 1.5 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.3275,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"49. | รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบสมบุกสมบัน 7 5% Loading | น้ำหนักบรรทุกสูงสุด 1.5 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.3275 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
50,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบสมบุกสมบัน 1 00% Loading,นำ้หนักบรรทุกสูงสุด 1.5 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.2556,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"50. | รถบรรทุก 4 ล้อขนาดเล็กวิ่งแบบสมบุกสมบัน 1 00% Loading | น้ำหนักบรรทุกสูงสุด 1.5 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.2556 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
51,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อวิ่งแบบปกติ 0% Loading,นำ้หนักบรรทุกสูงสุด 7 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,km,0.3345,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"51. | รถบรรทุก 4 ล้อ่งิวิ่งแบบปกติ 0% Loading | น้ำหนักบรรทุกสูงสุด 7 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | km | 0.3345 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
52,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อ่วิวิ่งแบบปกติ 50% Loading,นำ้หนักบรรทุกสูงสุด 7 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.3401,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"52. | รถบรรทุก 4 ล้อ่งิวิ่งแบบปกติ 50% Loading | น้ำหนักบรรทุกสูงสุด 7 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.3401 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
53,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อ่วิวิ่งแบบปกติ 75% Loading,นำ้หนักบรรทุกสูงสุด 7 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.2405,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"53. | รถบรรทุก 4 ล้อ่งิวิ่งแบบปกติ 75% Loading | น้ำหนักบรรทุกสูงสุด 7 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.2405 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
54,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อ่วิวิ่งแบบปกติ 100% Loading,นำ้หนักบรรทุกสูงสุด 7 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.1835,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"54. | รถบรรทุก 4 ล้อ่งิวิ่งแบบปกติ 100% Loading | น้ำหนักบรรทุกสูงสุด 7 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.1835 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
55,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุก 4 ล้อ่วิวิ่งแบบสมบุกสมบัน 0% Loading,นำ้หนักบรรทุกสูงสุด 7 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,km,0.4106,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"55. | รถบรรทุก 4 ล้อ่งิวิ่งแบบสมบุกสมบัน 0% Loading | น้ำหนักบรรทุกสูงสุด 7 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | km | 0.4106 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
